Name	Start	End	G-content
NC_045512.2	7998	8047	15
NC_045512.2	8001	8050	15
NC_045512.2	8002	8051	15
NC_045512.2	8003	8052	15
NC_045512.2	8170	8219	15
NC_045512.2	8171	8220	15
NC_045512.2	8173	8222	15
NC_045512.2	8174	8223	15
NC_045512.2	8177	8226	15
NC_045512.2	8178	8227	15
NC_045512.2	8322	8371	15
NC_045512.2	8323	8372	15
NC_045512.2	8324	8373	15
NC_045512.2	8326	8375	15
NC_045512.2	8327	8376	15
NC_045512.2	8328	8377	15
NC_045512.2	8329	8378	15
NC_045512.2	8330	8379	15
NC_045512.2	8819	8868	15
NC_045512.2	8820	8869	15
NC_045512.2	8821	8870	15
NC_045512.2	8822	8871	15
NC_045512.2	8825	8874	15
NC_045512.2	8826	8875	15
NC_045512.2	8835	8884	15
NC_045512.2	8836	8885	15
NC_045512.2	8837	8886	15
NC_045512.2	8838	8887	15
NC_045512.2	8839	8888	15
NC_045512.2	8845	8894	15
NC_045512.2	8846	8895	15
NC_045512.2	9176	9225	15
NC_045512.2	9200	9249	15
NC_045512.2	9201	9250	15
NC_045512.2	9204	9253	15
NC_045512.2	9205	9254	15
NC_045512.2	9212	9261	15
NC_045512.2	9213	9262	15
NC_045512.2	9214	9263	15
NC_045512.2	9215	9264	15
NC_045512.2	9216	9265	15
NC_045512.2	9218	9267	15
NC_045512.2	9219	9268	15
NC_045512.2	9220	9269	15
NC_045512.2	9221	9270	15
NC_045512.2	9222	9271	15
NC_045512.2	9223	9272	15
NC_045512.2	9225	9274	15
NC_045512.2	9227	9276	15
NC_045512.2	9234	9283	15
NC_045512.2	9235	9284	15
NC_045512.2	9236	9285	15
NC_045512.2	9237	9286	15
NC_045512.2	9241	9290	15
NC_045512.2	9242	9291	15
NC_045512.2	10049	10098	15
NC_045512.2	10050	10099	15
NC_045512.2	10051	10100	15
NC_045512.2	10052	10101	15
NC_045512.2	10053	10102	15
NC_045512.2	10054	10103	15
NC_045512.2	10056	10105	15
NC_045512.2	10057	10106	15
NC_045512.2	10058	10107	15
NC_045512.2	10072	10121	15
NC_045512.2	10073	10122	15
NC_045512.2	10658	10707	15
NC_045512.2	10659	10708	15
NC_045512.2	10660	10709	15
NC_045512.2	10661	10710	15
NC_045512.2	10662	10711	15
NC_045512.2	10663	10712	15
NC_045512.2	10664	10713	15
NC_045512.2	10670	10719	15
NC_045512.2	11217	11266	15
NC_045512.2	11222	11271	15
NC_045512.2	11223	11272	15
NC_045512.2	11244	11293	15
NC_045512.2	11245	11294	15
NC_045512.2	11340	11389	15
NC_045512.2	11341	11390	15
NC_045512.2	11366	11415	15
NC_045512.2	11367	11416	15
NC_045512.2	11370	11419	15
NC_045512.2	11371	11420	15
NC_045512.2	11372	11421	15
NC_045512.2	12030	12079	15
NC_045512.2	12032	12081	15
NC_045512.2	12142	12191	15
NC_045512.2	12143	12192	15
NC_045512.2	12232	12281	15
NC_045512.2	12233	12282	15
NC_045512.2	12238	12287	15
NC_045512.2	12239	12288	15
NC_045512.2	12243	12292	15
NC_045512.2	12306	12355	15
NC_045512.2	12307	12356	15
NC_045512.2	12308	12357	15
NC_045512.2	12309	12358	15
NC_045512.2	12310	12359	15
NC_045512.2	12824	12873	15
NC_045512.2	12980	13029	15
NC_045512.2	12981	13030	15
NC_045512.2	13200	13249	15
NC_045512.2	13201	13250	15
NC_045512.2	13211	13260	15
NC_045512.2	13212	13261	15
NC_045512.2	13213	13262	15
NC_045512.2	13361	13410	15
NC_045512.2	13362	13411	15
NC_045512.2	13363	13412	15
NC_045512.2	13375	13424	15
NC_045512.2	13384	13433	15
NC_045512.2	13385	13434	15
NC_045512.2	13386	13435	15
NC_045512.2	13440	13489	15
NC_045512.2	13441	13490	15
NC_045512.2	13444	13493	15
NC_045512.2	13445	13494	15
NC_045512.2	13458	13507	15
NC_045512.2	13460	13509	15
NC_045512.2	13461	13510	15
NC_045512.2	13462	13511	15
NC_045512.2	13463	13512	15
NC_045512.2	13472	13521	15
NC_045512.2	13473	13522	15
NC_045512.2	13474	13523	15
NC_045512.2	13475	13524	15
NC_045512.2	13476	13525	15
NC_045512.2	13477	13526	15
NC_045512.2	14851	14900	15
NC_045512.2	14852	14901	15
NC_045512.2	14853	14902	15
NC_045512.2	14854	14903	15
NC_045512.2	15185	15234	15
NC_045512.2	15186	15235	15
NC_045512.2	15187	15236	15
NC_045512.2	15188	15237	15
NC_045512.2	15399	15448	15
NC_045512.2	15413	15462	15
NC_045512.2	15415	15464	15
NC_045512.2	15416	15465	15
NC_045512.2	15424	15473	15
NC_045512.2	15426	15475	15
NC_045512.2	15430	15479	15
NC_045512.2	15431	15480	15
NC_045512.2	15444	15493	15
NC_045512.2	15946	15995	15
NC_045512.2	15947	15996	15
NC_045512.2	16203	16252	15
NC_045512.2	16204	16253	15
NC_045512.2	16696	16745	15
NC_045512.2	16822	16871	15
NC_045512.2	16825	16874	15
NC_045512.2	17547	17596	15
NC_045512.2	17548	17597	15
NC_045512.2	17549	17598	15
NC_045512.2	17550	17599	15
NC_045512.2	17551	17600	15
NC_045512.2	17552	17601	15
NC_045512.2	17553	17602	15
NC_045512.2	17554	17603	15
NC_045512.2	17555	17604	15
NC_045512.2	17556	17605	15
NC_045512.2	17557	17606	15
NC_045512.2	17558	17607	15
NC_045512.2	17559	17608	15
NC_045512.2	17560	17609	15
NC_045512.2	17561	17610	15
NC_045512.2	18264	18313	15
NC_045512.2	18265	18314	15
NC_045512.2	18303	18352	15
NC_045512.2	18304	18353	15
NC_045512.2	18305	18354	15
NC_045512.2	18306	18355	15
NC_045512.2	18307	18356	15
NC_045512.2	18844	18893	15
NC_045512.2	18865	18914	15
NC_045512.2	18868	18917	15
NC_045512.2	18869	18918	15
NC_045512.2	18870	18919	15
NC_045512.2	18871	18920	15
NC_045512.2	18872	18921	15
NC_045512.2	18873	18922	15
NC_045512.2	18936	18985	15
NC_045512.2	18937	18986	15
NC_045512.2	19632	19681	15
NC_045512.2	19633	19682	15
NC_045512.2	19635	19684	15
NC_045512.2	19842	19891	15
NC_045512.2	19843	19892	15
NC_045512.2	19844	19893	15
NC_045512.2	19846	19895	15
NC_045512.2	19990	20039	15
NC_045512.2	19992	20041	15
NC_045512.2	19993	20042	15
NC_045512.2	20851	20900	15
NC_045512.2	20852	20901	15
NC_045512.2	20853	20902	15
NC_045512.2	20866	20915	15
NC_045512.2	20867	20916	15
NC_045512.2	20868	20917	15
NC_045512.2	20869	20918	15
NC_045512.2	20870	20919	15
NC_045512.2	20872	20921	15
NC_045512.2	20873	20922	15
NC_045512.2	20874	20923	15
NC_045512.2	20875	20924	15
NC_045512.2	20876	20925	15
NC_045512.2	20883	20932	15
NC_045512.2	20889	20938	15
NC_045512.2	20890	20939	15
NC_045512.2	20891	20940	15
NC_045512.2	20892	20941	15
NC_045512.2	20893	20942	15
NC_045512.2	20895	20944	15
NC_045512.2	20896	20945	15
NC_045512.2	20897	20946	15
NC_045512.2	20900	20949	15
NC_045512.2	20904	20953	15
NC_045512.2	20905	20954	15
NC_045512.2	22314	22363	15
NC_045512.2	22318	22367	15
NC_045512.2	22319	22368	15
NC_045512.2	22331	22380	15
NC_045512.2	22332	22381	15
NC_045512.2	22768	22817	15
NC_045512.2	22769	22818	15
NC_045512.2	22770	22819	15
NC_045512.2	22771	22820	15
NC_045512.2	22772	22821	15
NC_045512.2	24185	24234	15
NC_045512.2	24186	24235	15
NC_045512.2	24189	24238	15
NC_045512.2	24194	24243	15
NC_045512.2	24195	24244	15
NC_045512.2	24196	24245	15
NC_045512.2	24197	24246	15
NC_045512.2	24509	24558	15
NC_045512.2	24510	24559	15
NC_045512.2	24512	24561	15
NC_045512.2	24513	24562	15
NC_045512.2	24514	24563	15
NC_045512.2	24515	24564	15
NC_045512.2	24521	24570	15
NC_045512.2	24649	24698	15
NC_045512.2	24650	24699	15
NC_045512.2	24651	24700	15
NC_045512.2	24652	24701	15
NC_045512.2	24653	24702	15
NC_045512.2	25203	25252	15
NC_045512.2	25264	25313	15
NC_045512.2	25267	25316	15
NC_045512.2	25268	25317	15
NC_045512.2	25269	25318	15
NC_045512.2	25271	25320	15
NC_045512.2	25272	25321	15
NC_045512.2	25273	25322	15
NC_045512.2	25274	25323	15
NC_045512.2	25275	25324	15
NC_045512.2	25276	25325	15
NC_045512.2	25277	25326	15
NC_045512.2	25278	25327	15
NC_045512.2	25297	25346	15
NC_045512.2	25944	25993	15
NC_045512.2	25945	25994	15
NC_045512.2	25946	25995	15
NC_045512.2	25948	25997	15
NC_045512.2	25949	25998	15
NC_045512.2	25950	25999	15
NC_045512.2	25951	26000	15
NC_045512.2	26743	26792	15
NC_045512.2	26744	26793	15
NC_045512.2	26745	26794	15
NC_045512.2	26747	26796	15
NC_045512.2	26748	26797	15
NC_045512.2	26756	26805	15
NC_045512.2	26757	26806	15
NC_045512.2	27053	27102	15
NC_045512.2	27054	27103	15
NC_045512.2	27055	27104	15
NC_045512.2	27068	27117	15
NC_045512.2	27069	27118	15
NC_045512.2	27072	27121	15
NC_045512.2	27075	27124	15
NC_045512.2	27076	27125	15
NC_045512.2	27080	27129	15
NC_045512.2	27081	27130	15
NC_045512.2	28036	28085	15
NC_045512.2	28037	28086	15
NC_045512.2	28038	28087	15
NC_045512.2	28040	28089	15
NC_045512.2	28042	28091	15
NC_045512.2	28324	28373	15
NC_045512.2	28330	28379	15
NC_045512.2	28338	28387	15
NC_045512.2	28339	28388	15
NC_045512.2	28340	28389	15
NC_045512.2	28341	28390	15
NC_045512.2	28342	28391	15
NC_045512.2	28351	28400	15
NC_045512.2	28352	28401	15
NC_045512.2	28353	28402	15
NC_045512.2	28362	28411	15
NC_045512.2	28520	28569	15
NC_045512.2	28521	28570	15
NC_045512.2	28522	28571	15
NC_045512.2	28523	28572	15
NC_045512.2	28524	28573	15
NC_045512.2	28525	28574	15
NC_045512.2	28526	28575	15
NC_045512.2	28527	28576	15
NC_045512.2	28531	28580	15
NC_045512.2	28532	28581	15
NC_045512.2	28533	28582	15
NC_045512.2	28534	28583	15
NC_045512.2	28535	28584	15
NC_045512.2	28536	28585	15
NC_045512.2	28538	28587	15
NC_045512.2	28539	28588	15
NC_045512.2	28547	28596	15
NC_045512.2	28549	28598	15
NC_045512.2	28550	28599	15
NC_045512.2	28551	28600	15
NC_045512.2	28610	28659	15
NC_045512.2	28611	28660	15
NC_045512.2	28612	28661	15
NC_045512.2	28613	28662	15
NC_045512.2	28636	28685	15
NC_045512.2	28637	28686	15
NC_045512.2	28638	28687	15
NC_045512.2	28639	28688	15
NC_045512.2	28640	28689	15
NC_045512.2	28644	28693	15
NC_045512.2	28759	28808	15
NC_045512.2	28765	28814	15
NC_045512.2	28766	28815	15
NC_045512.2	28767	28816	15
NC_045512.2	28775	28824	15
NC_045512.2	28776	28825	15
NC_045512.2	28777	28826	15
NC_045512.2	28782	28831	15
NC_045512.2	28790	28839	15
NC_045512.2	28793	28842	15
NC_045512.2	28796	28845	15
NC_045512.2	28864	28913	15
NC_045512.2	28884	28933	15
NC_045512.2	28887	28936	15
NC_045512.2	28888	28937	15
NC_045512.2	28889	28938	15
NC_045512.2	28908	28957	15
NC_045512.2	28911	28960	15
NC_045512.2	28912	28961	15
NC_045512.2	28913	28962	15
NC_045512.2	29092	29141	15
NC_045512.2	29093	29142	15
NC_045512.2	29094	29143	15
NC_045512.2	29095	29144	15
NC_045512.2	29096	29145	15
NC_045512.2	29194	29243	15
NC_045512.2	29195	29244	15
NC_045512.2	29207	29256	15
NC_045512.2	29208	29257	15
NC_045512.2	29209	29258	15
NC_045512.2	29210	29259	15
NC_045512.2	29211	29260	15
NC_045512.2	29212	29261	15
NC_045512.2	29213	29262	15
NC_045512.2	29221	29270	15
NC_045512.2	29222	29271	15
NC_045512.2	29223	29272	15
NC_045512.2	29224	29273	15
NC_045512.2	29227	29276	15
NC_045512.2	29228	29277	15
NC_045512.2	29229	29278	15
NC_045512.2	29230	29279	15
NC_045512.2	29231	29280	15
NC_045512.2	29232	29281	15
NC_045512.2	29233	29282	15
NC_045512.2	29234	29283	15
NC_045512.2	29698	29747	15
NC_045512.2	29699	29748	15
NC_045512.2	29700	29749	15
NC_045512.2	29701	29750	15
NC_045512.2	29702	29751	15
NC_045512.2	29728	29777	15
NC_045512.2	29748	29797	15
NC_045512.2	29756	29805	15
NC_045512.2	29757	29806	15
NC_045512.2	29759	29808	15
NC_045512.2	29761	29810	15
NC_045512.2	29762	29811	15
NC_045512.2	29763	29812	15
NC_045512.2	29764	29813	15
